Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,99.999%,100%
GET,/function/performance-scores?policy=gdpr,105,0,1100.0,1200.1804533458892,648.9741802215576,2416.882276535034,309.2,1.2066053596370914,0.0,1100,1300,1500,1600,1900,2100,2200,2400,2400,2400,2400,2400
,Aggregated,105,0,1100.0,1200.1804533458892,648.9741802215576,2416.882276535034,309.2,1.2066053596370914,0.0,1100,1300,1500,1600,1900,2100,2200,2400,2400,2400,2400,2400
