Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,99.999%,100%
GET,/function/performance-scores?policy=gdpr,400,0,900.0,966.3011652231216,670.4730987548828,8106.184005737305,309.2925,0.2524352914005603,0.0,900,980,1000,1100,1200,1300,1500,1600,8100,8100,8100,8100
,Aggregated,400,0,900.0,966.3011652231216,670.4730987548828,8106.184005737305,309.2925,0.2524352914005603,0.0,900,980,1000,1100,1200,1300,1500,1600,8100,8100,8100,8100
